Lee Anne Wong,0,edge1,edge2
Leslie Gilliams,159,31,524
Franklin Becker,160,31,518
Jehangir,161,31,515
Cocina familiar con Javier Romero,162,31,508
Jumia Food,163,31,507
McDonald's,164,31,491
McDonald's,165,31,488
Manjula's Kitchen - Indian Vegetarian Recipes,166,31,449
Xi'an Famous Foods 西安名吃,167,31,424
Chef Natale Giunta,168,31,357
Gary Mehigan,169,31,327
Chef Francois Payard,170,31,315
Ochikeron,171,31,285
Rachel Allen,172,31,269
Chili's Beirut,173,31,266
Taco Bell Guatemala,174,31,193
Chef Marcela Valladolid,175,31,179
foodpanda / hellofood,176,31,169
Chef Rusty Hamlin,177,31,142
Red Lobster México,178,31,63
McDonald's,179,31,48
Cadillac Bar Houston,180,31,41
Bruno Ménard,181,32,611
Bobby Flay,182,32,581
Saransh Goila,183,32,364
Food Busker,184,32,300
Mirko Ronzoni,185,32,265
MASAの料理ABC,186,32,183
Delverde,187,32,159
Dick's Drive In Restaurant,188,32,89
Jose Garces,189,34,419
翠華餐廳 Tsui Wah Restaurant,190,34,373
McDonald's,191,34,265
Carl's Jr. NZ,192,34,254
Massimo Mele,193,34,208
KFC,194,34,89
Vegan Black Metal Chef,195,35,618
Eddie V's Prime Seafood,196,35,615
Johnny Prep,197,35,611
Chef Elizabeth Falkner,198,35,601
McDonald's,199,35,597
Krispy Kreme UK,200,35,536
Ben Ebbrell - Sorted Chef,201,35,439
Vicky Ratnani,202,35,389
Hakim Chajar,203,35,383
Acapulco,204,35,338
Gavin Kaysen,205,35,289
Blue Ribbon Fried Chicken,206,35,265
Paul Qui,207,35,243
Chef Sue Zemanick,208,35,198
Cadillac Bar Kemah,209,35,195
Gandy Dancer,210,35,131
Zoёs Kitchen,211,35,90
Taco Bell Costa Rica,212,35,89
Nando's,213,35,87
Chart House,214,35,58
El Torito,215,35,56
foodpanda - 空腹熊貓,216,36,490
Marcus Samuelsson,217,37,389
Dunkin' Donuts,218,38,518
Dunkin' Donuts,219,39,603
Jumia Food,220,39,576
Chef Jennifer Carroll,221,39,509
KFC,222,40,538
Grotto,223,40,484
Christian Le Squer,224,40,352
Francis Mallmann,225,40,344
Hardee's,226,40,333
Wolfgang Puck,227,40,240
Jock Zonfrillo,228,41,611
Chef Jet Tila,229,41,594
Nando's,230,41,465
Crystal Jade Palace - JW Marriott Hotel Hanoi,231,41,434
Santiago Giorgini,232,41,397
Franklin Barbecue,233,41,321
"Subway, Cayman Islands",234,41,282
Anne-Sophie Pic,235,41,265
Fast Ed,236,41,193
Domino's Pizza,237,41,121
Seamus Mullen,238,41,109
Chef Carmen Gonzalez,239,41,62
Antonino Cannavacciuolo,240,42,467
Taco Bell India,241,43,577
Alfred Portale,242,43,505
Chef Brian Duffy,243,43,360
Guy Savoy,244,43,340
Ludo Lefebvre,245,43,265
Bobby's Burger Palace,246,43,253
Red Robin Gourmet Burgers,247,43,229
Tom Aikens,248,43,102
Dunkin' Donuts,249,43,83
Nyesha Arrington,250,43,67
Alex French Guy Cooking,251,43,39
Charley's Crab,252,44,265
Narda Lepes,253,45,524
Mei Lin,254,45,518
맥도날드 (McDonald's),255,45,461
McDonald's Paraguay,256,46,578
Marc Forgione,257,46,550
Christophe Michalak,258,46,417
Taco Bell El Salvador,259,46,317
Chef Dana Cohen HK,260,46,110
Nicko's Kitchen,261,46,86
Amandine Chaignot,262,46,67
Domino's Guatemala,263,47,508
Taco Bell,264,47,500
Logan Junior Chef,265,47,475
Magnum,266,48,524
Dunkin' Donuts,267,48,518
Tom Douglas Restaurants,268,48,164
Raymond Blanc,269,49,512
Delverde,270,49,293
Claire Robinson,271,49,196
Francesco Sole,272,49,188
Ignacio Mattos,273,49,71
Domino's Pizza,274,50,578
Chef Charlie Palmer,275,50,562
KFC,276,50,544
Chef Rick Tramonto,277,50,483
On The Border,278,50,389
Nando's,279,50,340
Emmi CAFFÈ LATTE,280,50,330
Cindy Pawlcyn,281,50,289
Karen Martini,282,50,183
Angelo Sosa,283,50,182
Domino's Pizza,284,50,171
Shane Delia,285,50,131
Taste of London,286,50,70
Magnum,287,50,67
Tom Colicchio,288,52,494
Michel Nischan,289,52,113
Pablo Massey,290,53,122
Chef Ben Churchill,291,54,536
McDonald's,292,54,275
Chef Sheldon Simeon,293,54,265
Famous Dave's Bar-B-Que of America,294,54,89
foodpanda,295,55,452
KFC,296,55,437
McDonald's,297,55,252
Barbie Marshall,298,55,214
Cristian D'Elia,299,55,210
Kunal Kapur,300,55,158
hellofood,301,55,154
Chef G. Garvin,302,55,78
Magnum,303,56,617
Chili's Tunisie,304,56,616
Outback Steakhouse,305,56,611
Nando's,306,56,603
McDonald's,307,56,601
Opry City Stage,308,56,597
Chef Claudia's Cocina,309,56,584
Dunkin' Coffee,310,56,577
Domino's Australia,311,56,505
Duff Goldman,312,56,479
McDonald's,313,56,465
UMass Dining,314,56,439
McDonald's,315,56,389
McDonald's,316,56,383
Jacques Pépin,317,56,375
Telepizza Guatemala,318,56,359
KFC,319,56,351
Susur Lee,320,56,350
Eddie Jackson - FIT CHEF EDDIE,321,56,345
The Tuscan Gun,322,56,340
Enrique Olvera,323,56,338
Cesare Casella,324,56,289
Camille Becerra,325,56,265
Dairy Queen,326,56,244
McDonald's,327,56,238
McDonald's,328,56,235
Domino's Pizza,329,56,229
Jimmy John's,330,56,217
Bubba Gump Shrimp Co.,331,56,198
KFC,332,56,195
Niko Romito,333,56,182
Domino's Pizza,334,56,151
McDonald's,335,56,131
Magnum,336,56,130
Alberto Chicote,337,56,128
Dean Sheremet,338,56,116
Carrabba's Italian Grill,339,56,102
Eric Ripert,340,56,90
Dan Steph & Emmy,341,56,89
Sang Yoon,342,56,87
Hubert Keller,343,56,70
Iginio Massari,344,56,68
Chuck Hughes,345,56,67
Gino D'Acampo,346,56,60
McDonald's,347,57,264
McDonald's,348,57,148
Harold Dieterle,349,58,616
Chef Carla Hall,350,58,611
Ken Oringer,351,58,603
Alain Ducasse,352,58,601
Domino's Pizza Nigeria,353,58,537
Los Petersen Cocineros,354,58,434
Michael White,355,58,350
Sonia Peronaci,356,58,302
McDonald's,357,58,265
KFC,358,58,90
Hearth,359,58,89
Monti Carlo,360,58,87
Chef Ben Ford,361,59,265
Jumia Food,362,59,116
Jean-François Piège     -      Page Officielle,363,60,439
Colin Fassnidge,364,60,389
KFC,365,60,350
Michael Lomonaco,366,60,265
FONDA MEXICANA,367,60,198
Taste Of Paris Official,368,61,244
Chili's Qatar,369,62,611
Cucina by Wolfgang Puck,370,62,449
Carl's Jr.,371,62,392
Johnny Iuzzini,372,62,285
Chef Nina Compton,373,62,282
JW Café - JW Marriott Hotel Hanoi,374,62,269
Levi Eirinberg,375,62,266
Pierre Gagnaire,376,62,265
Alessandro Borghese,377,62,193
Chef Adrianne,378,62,169
Burger Lounge,379,63,602
Taco Bell Rep Dom,380,63,572
Luke Thomas,381,63,518
Domino's Pizza,382,63,504
Chef Michael Ferraro,383,63,448
Chef Michael Smith,384,63,164
Juan Mari Arzak (Página oficial),385,63,139
Josh Marks,386,63,45
Chope,387,64,498
Valentin Neraudeau,388,65,608
Emily Ellyn,389,65,450
Chope,390,65,333
Danny Smiles,391,65,299
Simon Bryant,392,65,240
foodpanda,393,65,185
Steve Konopelski,394,66,141
McDonald's,395,67,611
Veggie Grill,396,67,603
My Cupcake Addiction,397,67,593
KFC,398,67,578
Skinny Chef,399,67,577
Domino's Pizza,400,67,570
Mathieu Pacaud,401,67,550
Second Floor Cafe 貳樓餐飲,402,67,531
Christophe Bacquie,403,67,505
ChefAlexander,404,67,498
Pescaria,405,67,469
Chef Todd Mohr,406,67,465
Gemma Stafford,407,67,445
Paul Hollywood,408,67,440
The Edgy Veg,409,67,434
Noma,410,67,419
Chef Grace Ramirez,411,67,416
Papacho's,412,67,410
Harlem EatUp,413,67,389
麥當勞,414,67,372
KFC,415,67,352
Magnum,416,67,351
Princi,417,67,340
Chetna Makan,418,67,338
Melissa King,419,67,325
Delverde,420,67,323
McDonald's,421,67,317
DedeMed,422,67,291
KFC,423,67,289
McDonald's,424,67,288
Crystal Jade Singapore,425,67,265
Ranveer Brar,426,67,254
Jumia Food,427,67,253
McDonald's,428,67,249
Jumia Food,429,67,248
McDonald's,430,67,245
Hardee's Pakistan,431,67,229
Graham Elliot,432,67,198
Peter Kuruvita,433,67,189
Chef Mark Garcia,434,67,183
Ricardo Cuisine,435,67,181
Chef Andrew Gruel,436,67,146
Big Fish Seafood Bistro,437,67,131
Nando's,438,67,107
Donatella Arpaia,439,67,102
John Whaite,440,67,90
Domino's Pizza,441,67,89
Four Seasons Hotels and Resorts,442,67,70
Noëmie Honiat Top Chef,443,67,68
Roy's Restaurant,444,68,603
Marcel Vigneron,445,68,505
Virginia Willis,446,68,340
Pollo Campero Guatemala,447,68,288
McDonald's,448,68,265
Chef Pete Evans,449,68,242
Christian Bau,450,68,198
Nikki Dinki,451,68,70
Meriwether's,452,69,498
Sam Choy,453,69,385
Zac Kara,454,69,253
Dale Talde,455,70,616
Cook with Amber,456,70,611
McDonald's,457,70,601
Christine Ha,458,70,599
Chef Clément,459,70,593
Karlos Arguiñano,460,70,577
Emmi CAFFÈ LATTE,461,70,570
Chef Guy Martin,462,70,550
Emma Frisch,463,70,536
Cook with Chef Duminda,464,70,505
Doug Adams,465,70,498
KFC,466,70,473
KFC,467,70,465
PROPERCORN,468,70,439
Germán Martitegui,469,70,434
Pierre Sang Boyer Officiel,470,70,403
foodpanda,471,70,383
Marc Veyrat,472,70,342
Blue Ribbon Restaurants,473,70,340
Quique Dacosta,474,70,323
Steak 'n Shake,475,70,317
Christophe Adam,476,70,288
Dunkin' Donuts,477,70,275
Jumia Food,478,70,269
Chef Derrick Fox,479,70,265
McDonald's,480,70,254
Dina Nikolaou,481,70,249
Aliya LeeKong,482,70,248
Chick-fil-A,483,70,244
Andy Luotto,484,70,235
Taco Bell Cyprus,485,70,229
Jumia Food,486,70,205
McDonald's,487,70,189
McDonald's,488,70,181
Five Guys,489,70,170
RED Sushi and Hibachi Grill,490,70,116
McDonald's República Dominicana,491,70,107
Burger King México,492,70,102
Pedro Lambertini,493,70,90
KFC,494,70,89
Olive Garden México,495,70,72
Aquarium Restaurant - Nashville,496,71,495
Jumia Food,497,71,265
Dani García,498,72,269
Tom's Kitchen,499,72,240
Destino Ibiza,500,75,613
Nando's,501,75,516
Nando's,502,75,400
Magnum,503,75,334
McDonald's Deutschland Karriere,504,75,274
René Redzepi,505,75,237
Martha Collison,506,75,119
McDonald's,507,75,117
McDonald's,508,75,75
Suzanne Goin,509,76,483
Stephanie Izard,510,77,379
Angel Leon Gonzalez,511,78,452
Seasons 52,512,78,437
Lío,513,78,331
"Mary Nolan, Bon Appétit Executive Chef",514,78,252
McDonald's,515,78,214
Domino's Pizza,516,78,210
Guillaume Gomez,517,78,158
McDonald's,518,78,154
Thierry Rautureau,519,79,595
T-rex Cafe,520,79,546
Dunkin' Donuts,521,79,518
KFC,522,79,507
Burger King Malaysia,523,79,491
McDonald's,524,79,414
Taco Bell Kuwait,525,79,85
Paul Bocuse,526,80,138
Nando's,527,81,563
Wichcraft,528,81,290
Gaston Acurio,529,82,584
Relais & Châteaux,530,82,451
Spike Mendelsohn,531,82,409
McDonald's,532,82,389
Charley's Crab,533,82,261
Peohe's,534,82,171
Jumia Food,535,83,465
Bradley Ogden,536,83,317
The Habit Burger Grill,537,83,288
Bruno Barbieri,538,83,265
Wings,539,83,254
Chevys Fresh Mex,540,83,89
McDonald's,541,84,545
La Griglia,542,84,374
McDonald's,543,84,329
Chef Sam Talbot,544,85,518
Domino's Pizza,545,85,507
McDonald's,546,85,335
Nando's,547,85,292
Dunkin' Donuts,548,86,578
Maneet Chauhan,549,87,616
Bryce Shuman,550,87,611
McDonald's,551,87,601
YANNICK ALLENO OFFICIEL,552,87,597
Chef Jimmy Boswell,553,87,580
Chef Damaris Phillips,554,87,576
KFC,555,87,479
Dunkin' Donuts,556,87,439
Chef Maeve Rochford,557,87,389
Chef Rick Moonen,558,87,375
KFC,559,87,350
CAKE-BOY,560,87,340
Brew Bistro and Lounge,561,87,338
משה שגב / Moshe Segev,562,87,289
Donato De Santis,563,87,265
Outlander Kitchen,564,87,257
KFC,565,87,229
McDonald's,566,87,227
Ogro Jimmy,567,87,217
José Santaella,568,87,198
Roxanne Spruance,569,87,182
Kristen Kish,570,87,175
Bruno Oteiza,571,87,151
McDonald's,572,87,131
McDonald's,573,87,90
Emmi CAFFÈ LATTE,574,87,89
Chef Rubio,575,88,550
Susan Feniger,576,88,498
D'O - Davide Oldani,577,88,474
The French Laundry,578,88,460
McDonald's,579,88,434
Josh Elkin,580,88,265
Kevin Dundon,581,89,601
RIBS - True American Barbecue,582,89,597
Bonefish Grill,583,89,584
Julia Child,584,89,570
McDonald's,585,89,569
McDonald's,586,89,558
Eva Arguiñano,587,89,505
Thomas Keller,588,89,465
Five Guys,589,89,446
Norbert Tarayre,590,89,432
Nando's,591,89,351
Frantzén,592,89,350
Chef Richard Sandoval,593,89,343
Al Brown New Zealand Chef,594,89,340
McDonald's Japan,595,89,324
McDonald's,596,89,317
Aarón Sánchez,597,89,300
KFC,598,89,288
James Martin,599,89,275
Anis Nabilah,600,89,254
Chef Marc Murphy,601,89,248
McDonald's,602,89,245
Elizabeth Karmel,603,89,221
Chef Jamie DeRosa,604,89,217
foodpanda,605,89,182
Pollo Campero El Salvador,606,89,155
Chef Alex Levin,607,89,151
Pasqualino Barbasso,608,89,136
Domino's Pizza,609,89,128
Eduardo Palazuelos,610,89,116
Robin Miller,611,89,90
McDonald's,612,90,616
Domino's Pizza,613,90,611
Chef Diego Lozano,614,90,603
Chef Aaron McCargo Jr,615,90,601
John DeLucie,616,90,597
Samin Nosrat,617,90,584
Subway,618,90,580
KFC,619,90,550
Name,ID,90,505
,,90,479
,,90,473
,,90,439
,,90,434
,,90,413
,,90,389
,,90,373
,,90,372
,,90,355
,,90,351
,,90,350
,,90,342
,,90,340
,,90,324
,,90,317
,,90,289
,,90,275
,,90,265
,,90,242
,,90,238
,,90,229
,,90,227
,,90,217
,,90,208
,,90,206
,,90,198
,,90,195
,,90,182
,,90,157
,,90,151
,,90,131
,,90,130
,,90,116
,,91,563
,,91,253
,,92,186
,,93,614
,,93,567
,,93,146
,,93,103
,,93,94
,,94,103
,,95,523
,,95,492
,,96,537
,,96,379
,,96,211
,,97,265
,,98,605
,,98,471
,,98,295
,,98,216
,,98,99
,,98,74
,,99,431
,,99,142
,,99,108
,,100,518
,,101,545
,,101,374
,,101,329
,,101,311
,,101,216
,,101,152
,,101,124
,,102,554
,,103,567
,,104,563
,,104,469
,,104,290
,,104,253
,,104,187
,,105,548
,,105,521
,,106,583
,,106,444
,,106,305
,,107,550
,,107,505
,,107,498
,,107,416
,,107,383
,,107,340
,,107,317
,,107,291
,,107,265
,,108,547
,,108,527
,,108,230
,,108,147
,,109,320
,,109,181
,,109,169
,,110,578
,,111,451
,,111,389
,,111,265
,,111,229
,,112,498
,,112,265
,,113,559
,,113,555
,,113,522
,,113,494
,,113,398
,,113,358
,,113,319
,,113,276
,,113,222
,,114,397
,,114,389
,,114,201
,,114,200
,,114,184
,,114,143
,,114,138
,,114,134
,,115,145
,,116,616
,,116,611
,,116,593
,,116,558
,,116,536
,,116,446
,,116,434
,,116,372
,,116,366
,,116,342
,,116,275
,,116,265
,,116,248
,,116,243
,,116,198
,,116,182
,,116,151
,,117,613
,,117,545
,,117,516
,,117,466
,,117,334
,,117,119
,,118,518
,,118,507
,,119,613
,,119,545
,,119,334
,,120,375
,,120,265
,,121,553
,,121,433
,,121,265
,,121,227
,,123,524
,,123,518
,,123,491
,,123,347
,,123,292
,,123,179
,,124,613
,,124,545
,,124,374
,,125,565
,,125,423
,,125,308
,,127,524
,,127,518
,,127,347
,,128,576
,,128,570
,,128,465
,,128,446
,,128,404
,,128,373
,,128,289
,,128,265
,,128,254
,,128,208
,,128,135
,,128,131
,,130,597
,,130,432
,,130,355
,,130,340
,,130,288
,,130,217
,,130,151
,,130,136
,,131,601
,,131,597
,,131,510
,,131,505
,,131,351
,,131,343
,,131,340
,,131,325
,,131,288
,,131,265
,,131,248
,,131,238
,,131,229
,,131,217
,,131,182
,,131,157
,,131,151
,,131,122
,,132,198
,,133,407
,,133,397
,,134,563
,,134,456
,,134,251
,,134,184
,,134,143
,,135,544
,,135,458
,,135,446
,,135,386
,,135,360
,,135,359
,,135,350
,,135,321
,,135,317
,,135,281
,,135,227
,,136,611
,,136,576
,,136,568
,,136,558
,,136,536
,,136,439
,,136,422
,,136,389
,,136,265
,,136,229
,,136,208
,,136,155
,,137,441
,,137,329
,,137,311
,,137,117
,,138,418
,,139,518
,,140,581
,,140,265
,,141,574
,,141,461
,,141,280
,,141,51
,,142,596
,,142,524
,,142,518
,,142,491
,,142,164
,,143,581
,,143,580
,,143,456
,,143,407
,,143,397
,,143,265
,,143,184
,,143,182
,,143,172
,,143,151
,,144,545
,,144,441
,,144,374
,,144,311
,,144,150
,,145,525
,,145,380
,,145,264
,,145,241
,,146,567
,,146,505
,,146,498
,,146,354
,,146,253
,,146,193
,,147,591
,,147,547
,,147,527
,,147,502
,,147,501
,,147,438
,,147,279
,,147,230
,,147,126
,,148,563
,,148,498
,,148,265
,,148,253
,,149,555
,,149,522
,,149,494
,,149,319
,,149,276
,,150,613
,,150,545
,,150,374
,,150,329
,,150,311
,,151,611
,,151,603
,,151,601
,,151,597
,,151,580
,,151,389
,,151,375
,,151,345
,,151,289
,,151,265
,,152,545
,,152,441
,,152,382
,,152,374
,,152,329
,,152,311
,,152,137
,,153,412
,,154,533
,,154,452
,,154,437
,,154,331
,,154,252
,,154,223
,,154,214
,,154,210
,,154,158
,,154,129
,,155,576
,,155,570
,,155,293
,,155,265
,,155,254
,,156,483
,,157,604
,,157,603
,,157,585
,,157,510
,,157,289
,,157,288
,,157,257
,,158,452
,,158,437
,,158,252
,,158,223
,,158,214
,,158,210
,,159,458
,,159,432
,,159,397
,,159,375
,,159,360
,,159,265
,,160,383
,,161,265
,,162,610
,,162,498
,,162,323
,,163,561
,,163,535
,,163,486
,,163,478
,,164,595
,,164,546
,,164,543
,,164,524
,,164,518
,,164,515
,,164,508
,,164,507
,,164,491
,,164,488
,,164,337
,,164,327
,,164,315
,,164,307
,,164,256
,,164,179
,,164,176
,,165,596
,,165,524
,,165,518
,,165,179
,,165,165
,,166,611
,,166,418
,,166,265
,,166,183
,,166,182
,,167,601
,,168,299
,,169,611
,,169,397
,,169,282
,,169,265
,,169,181
,,170,383
,,170,340
,,171,459
,,171,406
,,171,202
,,172,611
,,172,599
,,172,581
,,172,265
,,173,369
,,174,380
,,174,318
,,174,264
,,174,259
,,174,212
,,175,611
,,175,576
,,176,497
,,176,478
,,176,427
,,176,362
,,176,301
,,176,220
,,176,216
,,177,510
,,177,389
,,177,350
,,178,539
,,178,495
,,179,605
,,179,596
,,179,524
,,179,518
,,179,491
,,179,347
,,179,292
,,180,520
,,180,496
,,180,331
,,180,209
,,181,552
,,181,476
,,181,363
,,181,352
,,181,340
,,181,320
,,181,258
,,181,248
,,181,235
,,182,611
,,182,603
,,182,473
,,182,463
,,182,456
,,182,451
,,182,439
,,182,389
,,182,375
,,182,350
,,182,345
,,182,317
,,182,300
,,182,289
,,182,265
,,182,246
,,182,229
,,182,198
,,182,195
,,183,459
,,183,265
,,183,202
,,184,456
,,184,397
,,184,251
,,185,538
,,185,432
,,185,377
,,185,356
,,185,333
,,185,240
,,186,459
,,186,414
,,186,202
,,187,514
,,187,420
,,187,270
,,187,217
,,189,340
,,189,288
,,190,393
,,191,524
,,191,518
,,191,45
,,192,559
,,192,371
,,193,449
,,193,433
,,193,285
,,193,282
,,193,273
,,194,619
,,194,398
,,194,226
,,195,597
,,195,389
,,195,350
,,195,340
,,195,257
,,195,227
,,195,217
,,195,175
,,195,151
,,198,603
,,198,601
,,198,597
,,198,580
,,198,577
,,198,558
,,198,505
,,198,432
,,198,372
,,198,355
,,198,350
,,198,340
,,198,317
,,198,265
,,198,245
,,198,238
,,198,229
,,198,217
,,198,102
,,199,566
,,199,518
,,199,316
,,202,555
,,202,426
,,202,343
,,202,340
,,202,288
,,203,435
,,203,345
,,204,540
,,204,215
,,206,473
,,207,372
,,208,601
,,208,455
,,208,446
,,208,343
,,208,340
,,208,288
,,209,33
,,210,452
,,210,437
,,210,252
,,210,223
,,212,380
,,212,264
,,212,259
,,213,502
,,214,534
,,214,533
,,214,223
,,215,540
,,215,405
,,215,278
,,216,618
,,216,402
,,217,617
,,217,611
,,217,603
,,217,601
,,217,597
,,217,589
,,217,585
,,217,580
,,217,577
,,217,576
,,217,510
,,217,473
,,217,439
,,217,413
,,217,404
,,217,350
,,217,317
,,217,289
,,217,265
,,217,245
,,217,229
,,217,102
,,218,521
,,219,548
,,220,535
,,220,518
,,220,478
,,220,441
,,220,427
,,221,265
,,222,522
,,222,494
,,222,365
,,223,542
,,223,452
,,223,252
,,224,569
,,224,552
,,224,470
,,224,443
,,224,388
,,224,376
,,224,363
,,224,352
,,224,262
,,224,258
,,224,248
,,224,235
,,225,584
,,225,563
,,225,498
,,225,493
,,225,469
,,225,290
,,225,253
,,226,431
,,226,371
,,227,577
,,227,453
,,227,442
,,227,436
,,227,370
,,227,352
,,227,265
,,227,102
,,228,392
,,229,597
,,229,576
,,229,554
,,229,549
,,229,509
,,229,505
,,229,446
,,229,440
,,229,436
,,229,396
,,229,389
,,229,361
,,229,340
,,229,317
,,229,289
,,229,265
,,229,151
,,230,591
,,230,547
,,230,527
,,230,502
,,230,501
,,230,438
,,230,306
,,230,279
,,231,425
,,232,563
,,232,498
,,232,253
,,232,146
,,232,134
,,233,265
,,234,618
,,235,578
,,235,552
,,235,472
,,235,368
,,235,363
,,235,354
,,235,352
,,235,258
,,236,282
,,237,613
,,237,545
,,237,516
,,237,400
,,237,374
,,237,334
,,237,274
,,237,119
,,237,117
,,238,616
,,238,611
,,238,603
,,238,550
,,238,449
,,238,325
,,238,289
,,238,265
,,239,616
,,240,608
,,240,563
,,240,484
,,240,450
,,240,377
,,240,299
,,241,264
,,242,611
,,242,498
,,242,434
,,242,323
,,242,265
,,242,248
,,243,521
,,243,265
,,244,472
,,244,368
,,244,352
,,244,235
,,244,224
,,245,616
,,245,611
,,245,593
,,245,580
,,245,509
,,245,473
,,245,416
,,245,340
,,245,322
,,245,291
,,245,265
,,246,265
,,247,601
,,248,611
,,248,599
,,248,550
,,248,505
,,248,499
,,248,498
,,248,352
,,249,340
,,249,288
,,250,440
,,250,39
,,251,560
,,251,456
,,252,452
,,252,437
,,253,563
,,253,505
,,253,498
,,253,469
,,253,354
,,253,323
,,254,570
,,254,558
,,254,505
,,254,465
,,254,340
,,254,288
,,254,265
,,255,518
,,256,518
,,257,616
,,257,265
,,258,476
,,258,403
,,258,363
,,259,264
,,260,458
,,260,432
,,260,386
,,260,294
,,261,451
,,261,436
,,261,397
,,261,265
,,262,470
,,262,368
,,263,613
,,263,311
,,264,525
,,264,380
,,264,318
